ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
B07J3ZWPJS,"Christmas Reindeer Headbands,Aniwon 6PCS Xmas Headband Hairbands Headwear with Cute Elk Antlers for Kids Adults Christmas Party Supplies",Aniwon,Beauty & Personal Care,$0,0,$10.99,$4.84,6.15,"594,135",5,42,1,Life Dominater,4,"""3.2677"" x ""8.622"" x ""9.2913""",Standard (Large),0.2491
B07HB29M3Q,"Christmas Socks for Women,Aniwon 6 Pairs Christmas Fuzzy Socks Soft Cozy Socks Warm Socks Holiday Crew Socks",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$15.99,$5.59,10.4,"791,216",33,61,2,Zoylink,4,"""3.23"" x ""7.8"" x ""8.82""",Standard (Large),0.6504
B07HQM1L7F,"Christmas Socks,Aniwon 6-Pair Xmas Fuzzy Cozy Slipper Socks Winter Warm Thick Home Socks For Women Girls",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$10.89,N.A.,N.A.,"489,435",18,60,1,Life Dominater,4.9,N.A.,,
B07J4K4K7L,"Christmas Toe Socks,Aniwon 5 Pairs Funny Five Finger Christmas Printed Socks Cotton Holiday Socks for Women",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$11.99,$4.99,7,"2,124,799",4,65,2,Zoylink,5,"""3.5433"" x ""4.8031"" x ""7.0866""",Standard (Large),0.3527
B018LB2HA0,Cocktail Pillbox Hat Fascinator Hair Clip Bridal Headwear for Women,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$19.98,$6.19,13.79,"3,087,244",9,54,1,Fascigirl Direct,4.1,"""10.7"" x ""8.3"" x ""3.1""",Standard (Large),0.05
B07T9CDTGY,"Cute Sleep Mask for Kids,Aniwon 6 Pack Animal Sleeping Mask Soft Plush Blindfold Eyeshade Cute Rabbit Panda Koala Unicorn Eye Covers Eye Mask for Girls Women Kids Favor",Aniwon,Health & Household,$4659.41,259,$17.99,$5.89,12.1,"75,389",69,67,2,Cherubaby,4.8,"""2.4409"" x ""6.5748"" x ""10.9449""",Standard (Large),0.366
B07BHMMN6T,"Disposable Earloop Face Mask,Aniwon 40Pcs Breathability Cute Cartoon Pattern Surgical Mouth Mask Sanitary Medical Mask with Individual Package (Black 5)",Aniwon,Health & Household,$0,0,$10.99,$4.84,6.15,"646,655",2,64,1,Zoylink,2.3,"""2"" x ""2"" x ""2""",Standard (Large),1
B07BJ42GJN,"Dust Mask for Kids,Aniwon 3 Pcs PM2.5 Kids Mouth Face Mask with 6 Pcs Activated Carbon Filter Insert,Washable Cute Cotton Mouth Mask with Adjustable Straps (Blue)",Aniwon,Health & Household,$1448.31,69,$20.99,$6.34,14.65,"34,145",145,60,1,Available from these sellers.,4.6,"""4.41"" x ""4.25"" x ""1.18""",Standard (Large),0.09
B017VU28B0,Fascigirl Fascinator Hair Clip Brooch Pin Wedding Hair Accessory Bridal Heapiece,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$10,$4.69,5.31,"3,172,509",15,57,2,Fascigirl Direct,4.8,"""10.91"" x ""8.9"" x ""2.01""",Standard (Large),0.05
B017VU2A6S,Fascigirl Fascinator Hair Clip Brooch Pin Wedding Hair Accessory Bridal Heapiece,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$11.69,$4.94,6.75,"2,748,814",5,42,1,Fascigirl Direct,5,"""6.1"" x ""5.5"" x ""2.7""",Standard (Large),0.02
B018Q31P3I,Fascigirl Over the Knee Socks Leg Warmers Thigh High Fuzzy Socks for Girls,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$10.99,$4.84,6.15,"1,867,306",8,58,2,Fascigirl Direct,4.7,"""9.9"" x ""3.6"" x ""2.6""",Standard (Large),0.15
B018Q31TIY,Fascigirl Over the Knee Socks Leg Warmers Thigh High Fuzzy Socks for Girls,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$8.99,$4.54,4.45,"2,371,811",3,58,2,Fascigirl Direct,5,"""9.9"" x ""3.6"" x ""2.6""",Standard (Large),0.15
B018Q31QZA,Fascigirl Over the Knee Socks Leg Warmers Thigh High Fuzzy Socks for Girls,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$13.99,$5.29,8.7,"3,218,737",4,58,2,Fascigirl Direct,5,"""9.9"" x ""3.6"" x ""2.6""",Standard (Large),0.15
B018Q31RH2,Fascigirl Over the Knee Socks Leg Warmers Thigh High Fuzzy Socks for Girls,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$10.99,$4.84,6.15,"854,325",4,58,2,Fascigirl Direct,5,"""9.9"" x ""3.6"" x ""2.6""",Standard (Large),0.15
B019GHHKIC,Fascinator Hair Hoop Cocktail Hat Feather Wedding Pillbox Hat for Women,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$19.99,$6.19,13.8,"18,735,947",6,39,1,Fascigirl Direct,3.8,"""14"" x ""10.4"" x ""2.3""",Standard (Large),0.1
B0183LR1QI,Fascinator Mini Pillbox Hat Wedding Bridal Top Hat with Feather Flower,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$9.99,$4.69,5.3,"15,134,103",0,39,1,Fascigirl Direct,0,"""8"" x ""5.5"" x ""2.6""",Standard (Large),0.1
B01AFTAZ78,Fascinator Pillbox Hat Cocktail Hair Hoop Party Wedding Hair Accessories,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$14.89,$5.42,9.47,"8,818,785",3,50,1,Fascigirl Direct,5,"""9.7"" x ""8.2"" x ""2.6""",Standard (Large),0.08
B018L90MUY,Feather Fascinator Pillbox Hat Kentucky Derby Hat Bridal Headwear for Women,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$18.89,$6.02,12.87,"3,231,654",5,50,1,Fascigirl Direct,4.1,"""10.3"" x ""9.5"" x ""2.2""",Standard (Large),0.02
B018L90I12,Feather Fascinator Pillbox Hat Kentucky Derby Hat Bridal Headwear for Women,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$14.99,$5.44,9.55,"4,063,802",9,35,1,Fascigirl Direct,3.9,"""10.3"" x ""9.5"" x ""2.2""",Standard (Large),0.02
B019BSWRZM,Feather Fascinator Pillbox Hat Wedding Sinamay Cocktail Hat for Women,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$21.98,N.A.,N.A.,"26,477,100",4,54,1,Fascigirl Direct,3.5,N.A.,True,0.24
B019BSWSWO,Feather Fascinator Pillbox Hat Wedding Sinamay Cocktail Hat for Women,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$29.97,$7.69,22.28,"10,369,604",1,54,1,Fascigirl Direct,3,"""15.4"" x ""11.5"" x ""2.5""",Standard (Large),0.12
B01CNISNOG,Feather Fascinator Tea Party Derby Pillbox Hat Hair Hood Bridal Hair Accessory,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$10.99,N.A.,N.A.,"25,443,675",0,45,1,Fascigirl Direct,3,N.A.,True,0.22
B01KV6S39W,Fingerless Gloves Cat Claw Bear Paw Style Winter Plush Furry Mitten for Women,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$6.98,$4.24,2.74,"1,617,377",19,54,2,Fascigirl Direct,3.8,"""7.1"" x ""6.3"" x ""2""",Standard (Large),0.02
B01KV6S1QC,Fingerless Gloves Cat Claw Bear Paw Style Winter Plush Furry Mitten for Women,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$6.98,$4.24,2.74,"1,442,039",19,58,2,Fascigirl Direct,3.8,"""7.1"" x ""6.3"" x ""2""",Standard (Large),0.02
B07G81F71N,Football Soccer Sports High Thickened Antiskid Pure Color Men's socks,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$5.59,N.A.,N.A.,"11,243,800",63,39,1,Zoylink,3.5,"""3.937"" x ""3.1496"" x ""3.1496""",,0
B0785ZRGSQ,"Funny Socks for Women Men,Aniwon 6 Pair Unisex Cotton Letter Print FUCK OFF Crew Socks",Aniwon,"Clothing, Shoes & Jewelry",$959.4,60,$15.99,$5.59,10.4,"196,619",123,59,2,Zoylink,4.5,"""1.1811"" x ""6.0236"" x ""8.1102""",Standard (Large),0.1874
B077STTB1R,"Funny Socks for Women Men,Aniwon 8 Pair Unisex Cotton Letter Print FUCK OFF Crew Socks…",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$17.99,$5.89,12.1,"2,141,643",11,60,1,Zoylink,4.3,"""8.11"" x ""6.02"" x ""1.18""",Standard (Large),0.19
B0188ZDZJQ,Hair Clip Fascinator Feather Wedding Party Bridal Headpieces on Halloween Party Beige,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$17.99,$5.89,12.1,"7,129,271",1,57,1,Fascigirl Direct,4,"""8.9"" x ""8"" x ""1.8""",Standard (Large),0.02
B07TB4H545,"Kids Dust Mask,Aniwon 6 Pcs N95 Mask Kids Mouth Mask PM2.5 Anti Pollution Mask with 12 Pcs Activated Carbon Filter Insert Washable Cute Cotton Face Mask with Adjustable Straps",Aniwon,Health & Household,$1798.8,120,$14.99,$5.44,9.55,"63,187",8,70,1,Cherubaby,4.5,"""1.2598"" x ""1.9685"" x ""8.9764""",Standard (Large),0.2954
B07HF5CWVT,"Kids Knee High Socks,Aniwon 6 Pairs Lovely Cartoon Warm Cotton Socks Over Calf Tube Socks for Children Boys Girls",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$16.99,$5.74,11.25,"3,153,731",4,66,2,Zoylink,5,"""1.8858"" x ""10.2756"" x ""10.5866""",Standard (Large),0.6305
B07HF4JF8D,"Kids Knee High Socks,Aniwon 6 Pairs Lovely Cartoon Warm Cotton Socks Over Calf Tube Socks for Children Boys Girls",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$10.99,N.A.,N.A.,"2,065,699",1,66,2,Zoylink,5,"""1.8898"" x ""10.2756"" x ""10.5906""",,0.6305
B07HF4H286,"Kids Knee High Socks,Aniwon 6 Pairs Lovely Cartoon Warm Cotton Socks Over Calf Tube Socks for Children Boys Girls",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$16.99,$5.74,11.25,"3,491,253",2,66,2,Zoylink,5,"""1.8858"" x ""10.2756"" x ""10.5866""",Standard (Large),0.6305
B07NS5WY3Q,"Kids Sleep Mask,Aniwon 4 Pack Cute Eye Mask for Sleeping Unicorn Sleep Mask Night Blindfold Bed Eye Covers Sleep Mask for Women Girls Kids Favor",Aniwon,Health & Household,$3897,300,$12.99,$5.14,7.85,"36,546",109,61,2,Cherubaby,4.6,"""1.7717"" x ""6.7323"" x ""10.0394""",Standard (Large),0.2293
B07RQXCPBD,"Kids Sleep Mask,Aniwon 4 Pack Cute Eye Mask for Sleeping Unicorn Sleep Mask Night Blindfold Bed Eye Covers Sleep Mask for Women Girls Kids Favor",Aniwon,Health & Household,$359.7,30,$11.99,$4.99,7,"129,529",11,61,2,Cherubaby,4.6,"""2.7"" x ""7.7"" x ""9.8""",Standard (Large),0.2293
B07V3PR1LV,"LED Cat Ears Headband,Aniwon12PCS Light Up Headband Cute Cat Ear Rabbit Ear Unicorn Headband Luminous Led Headband for Women Girls Kids Led Hair Accessories Christmas Halloween Party Supplies",Aniwon,Beauty & Personal Care,$0,0,$14.99,$5.44,9.55,"384,122",27,72,2,Zoylink,4.1,"""2"" x ""7"" x ""10.2""",Standard (Large),0.6504
B07V5SCRD7,"LED Light Up Earrings Hair Clips,Aniwon2 Pairs Glowing Halloween Flashing Skull Pumpkin Ear Drop Pendant With 4pcs Bright Stylish Fashion Hair Barrettes Pumpkin Bat Ghost mummy Hairpins for Halloween",Aniwon,Beauty & Personal Care,$0,0,$4.99,$3.41,1.58,"548,357",2,68,1,Life Dominater,5,"""0.315"" x ""1.811"" x ""5.5118""",Standard (Small),0.1764
B07PKVRKL5,"LED Women Butterfly Headband,Aniwon 2 PCS Light Up Party Headbands Hair Band Fashion Headbands for Girls Hair Accessories Wedding Halloween Party Supplies",Aniwon,Beauty & Personal Care,$0,0,$14.99,$5.44,9.55,"527,908",11,67,1,Cherubaby,3.6,"""0.8268"" x ""5.7874"" x ""8.0315""",Standard (Large),0.0948
B07PFPDN2R,"LED Women Butterfly Headband,Aniwon 2 PCS Light Up Party Headbands Hair Band Fashion Headbands for Girls Hair Accessories Wedding Halloween Party Supplies",Aniwon,Beauty & Personal Care,$0,0,$15.99,$4.81,11.18,"529,690",11,67,1,Cherubaby,3.6,"""0.5"" x ""8"" x ""8""",Standard (Small),0.0992
B07HB19K19,"Luminous Mouth Mask,Aniwon 6 Packs Antidust Face Mask Party Cosplay Mask Cotton Masks Glow in The Dark Mouth Mask Halloween Party Mask",Aniwon,Health & Household,$685.02,98,$6.99,$4.24,2.75,"725,243",39,64,1,Available from these sellers.,4.6,"""1.8504"" x ""7.2441"" x ""8.2283""",Standard (Large),0.2844
B01D4JRCZ4,"Mens Soccer Socks,Aniwon Long High Over Knee Compression Socks Athletic Socks for Mens and Boys,Dry Fast",Aniwon,"Clothing, Shoes & Jewelry",$2167.83,217,$9.99,$4.69,5.3,"66,303",106,66,2,Zoylink,3.8,"""9.1"" x ""4.5"" x ""1.4""",Standard (Large),0.2
B01D4JRGPA,"Mens Soccer Socks,Aniwon Long High Over Knee Compression Socks Athletic Socks for Mens and Boys,Dry Fast",Aniwon,"Clothing, Shoes & Jewelry",$2397.6,240,$9.99,$4.69,5.3,"85,312",104,65,2,Zoylink,3.8,"""8.6"" x ""4"" x ""1.2""",Standard (Large),0.2
B01D4JRBX2,"Mens Soccer Socks,Aniwon Long High Over Knee Compression Socks Athletic Socks for Mens and Boys,Dry Fast",Aniwon,"Clothing, Shoes & Jewelry",$3446.55,345,$9.99,$4.69,5.3,"84,638",104,55,2,Zoylink,3.8,"""9.1"" x ""4.5"" x ""1.4""",Standard (Large),0.2
B01D0ZV8MK,Mini Top Hat Veil Fascinators Hair Clip Headwear Lady Party Cocktail Hat,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$12.99,$5.14,7.85,"5,499,404",4,34,1,Fascigirl Direct,5,"""7.4"" x ""6.6"" x ""2.5""",Standard (Large),0.02
B01D0ZVAL4,Mini Top Hat Veil Fascinators Hair Clip Headwear Lady Party Cocktail Hat,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$12.99,$5.14,7.85,"6,471,994",2,54,1,Fascigirl Direct,4,"""7.4"" x ""6.6"" x ""2.5""",Standard (Large),0.02
B01D0ZV8NY,Mini Top Hat Veil Fascinators Hair Clip Headwear Lady Party Cocktail Hat,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$29.97,$7.69,22.28,"5,287,784",8,34,1,Fascigirl Direct,3.5,"""7.4"" x ""6.8"" x ""2.5""",Standard (Large),0.02
B01D0ZV9OC,Mini Top Hat Veil Fascinators Hair Clip Headwear Lady Party Cocktail Hat,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$12.1,$5.01,7.09,"7,522,572",16,34,2,Available from these sellers.,3.6,"""7.4"" x ""6.8"" x ""2.5""",Standard (Large),0.02
B01D0ZV7JY,Mini Top Hat Veil Fascinators Hair Clip Headwear Lady Party Cocktail Hat,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$12.1,$5.01,7.09,"10,611,246",1,34,2,Fascigirl Direct,4,"""7.4"" x ""6.6"" x ""2.5""",Standard (Large),0.02
B083DFXNV8,"Mouth Mask,Aniwon 2PCS Unisex Kpop Mask Cute Anime EXO Mask Black Cotton Face Mask Anti Dust Mask for Men Women Kids",Zoylink,Health & Household,$3357.9,210,$15.99,N.A.,N.A.,"44,899",2,67,3,Cherubaby,5,"""0.5906"" x ""5.0787"" x ""7.3228""",,0.0992
B07KPDLQF5,"Mouth Mask,Aniwon 4 Pack Unisex Anti Dust Cotton Face Mask Fashion Anime Face Mask for Men and Women",Aniwon,Beauty & Personal Care,$209.7,30,$6.99,N.A.,N.A.,"142,564",7,59,1,Zoylink,4.1,N.A.,,
B07MG316PG,"Mouth Mask,Aniwon 9PCS Cute Anti Dust Cotton Face Mask Unisex Kpop Mask Anime Face Mask for Men Women Kids",Aniwon,Health & Household,$961.63,37,$25.99,$7.09,18.9,"73,828",119,63,1,Available from these sellers.,4.3,"""2.4"" x ""6.1"" x ""7""",Standard (Large),0.2491
B018Q31PKQ,Over the Knee Socks Leg Warmers Thigh High Fuzzy Socks for Girls,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$10.99,$4.84,6.15,"1,884,990",12,57,1,Fascigirl Direct,3.9,"""9.9"" x ""3.6"" x ""2.6""",Standard (Large),0.15
B0159UOUOC,"Punk Mini Top Hat, Aniwon Women Ladies Flower Hair Clip Feather Fascinator",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$9.99,$4.69,5.3,"2,119,620",9,62,1,Fascigirl Direct,4.2,"""9.7"" x ""8.5"" x ""3.3""",Standard (Large),0.1
B01LYJSMWA,Slipper Socks Women Snowflake Fleece Lining Knit Christmas Stockings,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$17.65,$5.84,11.81,"2,625,704",1,51,1,Fascigirl Direct,5,"""8.9"" x ""5.8"" x ""3.3""",Standard (Large),0.35
B01LZUNIH3,Slipper Socks Women Snowflake Fleece Lining Knit Christmas Stockings,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$17.65,$5.84,11.81,"2,536,780",1,55,1,Fascigirl Direct,5,"""9"" x ""5"" x ""2""",Standard (Large),0.06
B019IF5HHS,Straw Hat Beach Sun Hat Casual Bucket Hat with Flower for Ladies,Aniwon,"Clothing, Shoes & Jewelry",$0,0,$16.69,$5.69,11,"503,599",10,53,2,Fascigirl Direct,4.9,"""12.4"" x ""11.2"" x ""1.8""",Standard (Large),0.4
B07BFQ6LCQ,"Straw Hat, Aniwon Wide Brim Hat Decorative Lace UV Protection Beach Sun Hat for Kids Adults",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$7.99,$4.39,3.6,"16,358,514",,59,1,Cherubaby,,"""7.0866"" x ""2.3622"" x ""1.5748""",Standard (Large),0.2425
B07PMNMQRJ,"Women Butterfly Headband,Aniwon Elegant Party Headband Hair Band Fashion Headbands for Girls Hair Accessories Party Supplies",Aniwon,Beauty & Personal Care,$209.7,30,$6.99,$3.46,3.53,"219,005",19,67,2,Cherubaby,4.1,"""0.1575"" x ""1.378"" x ""7.7953""",Standard (Small),0.0331
B07PS1H3TX,"Women Butterfly Headband,Aniwon Elegant Party Headband Hair Band Fashion Headbands for Girls Hair Accessories Party Supplies",Aniwon,Beauty & Personal Care,$0,0,$7.99,$3.61,4.38,"284,231",20,67,1,Cherubaby,4.1,"""0.1575"" x ""1.378"" x ""7.7953""",Standard (Small),0.0331
B07H92HTF5,"Women Fuzzy Socks,Aniwon 5 Pairs Cute Cartoon Cozy Fuzzy Socks Winter Warm Socks Slipper Socks for Women",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$11.99,N.A.,N.A.,"3,981,697",8,66,2,Zoylink,5,N.A.,,
B07ZKTPXVP,"Women Fuzzy Socks,Aniwon 6 Pairs Cute Cartoon Cozy Fuzzy Socks Winter Warm Socks Slipper Socks for Women",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$12.99,$5.14,7.85,"651,601",8,66,2,Cherubaby,4.4,"""4.3"" x ""8.4"" x ""10.5""",Standard (Large),0.6305
B00PDH22WE,Women's 3pcs Lace Stockings Garter Belt G-string Sexy Lingerie Set (Black),Aniwon,"Clothing, Shoes & Jewelry",$0,0,$11.99,$4.99,7,"3,046,310",10,40,1,Fascigirl Direct,3.1,"""10.1"" x ""6.7"" x ""1.5""",Standard (Large),0.02
B00PDH22YW,Women's 3pcs Lace Stockings Garter Belt G-String Sexy Lingerie Set (White),Aniwon,"Clothing, Shoes & Jewelry",$0,0,$11.59,$4.93,6.66,"2,833,326",12,35,2,Fascigirl Direct,3.2,"""10.1"" x ""6.7"" x ""1.5""",Standard (Large),0.02
B00RCDNFEG,Women's Crochet Socks Knit Thigh High Booties Stockings Over Knee Leg Warmers (Pink),Aniwon,"Clothing, Shoes & Jewelry",$0,0,$11.68,$4.94,6.74,"12,005,479",0,51,1,Fascigirl Direct,,"""8.1"" x ""5.1"" x ""2""",Standard (Large),0.3
B01C6ZIECC,"Women's Straw Hat Ribbon Flower Sun Hat Wide Brim Bridal Church Derby Cap (One Size, Purple)",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$22.99,$6.64,16.35,"8,153,771",2,48,2,Fascigirl Direct,4.5,"""13"" x ""12"" x ""6.2""",Standard (Large),0.4
B00Q6DW2UG,"Zipper Compression Socks, Aniwon Open Toe Compression Socks Calf Leg Support Hose Stocking",Aniwon,"Clothing, Shoes & Jewelry",$1348.5,150,$8.99,$4.54,4.45,"117,864",164,35,2,Zoylink,3.5,"""9"" x ""4.4"" x ""0.9""",Standard (Large),0.1
B06XYF1V1K,"Zipper Compression Socks, Aniwon Open Toe Compression Socks Calf Leg Support Hose Stocking",Aniwon,Health & Household,$0,0,$7.99,$4.39,3.6,"533,512",10,62,1,Zoylink,3.6,"""7.01"" x ""4.61"" x ""1.42""",Standard (Large),0.22
B06XYJBY8Q,"Zipper Compression Socks, Aniwon Open Toe Compression Socks Calf Leg Support Hose Stocking",Aniwon,Health & Household,$199.8,20,$9.99,$4.69,5.3,"162,296",110,40,2,Zoylink,3.6,"""1.4173"" x ""4.6063"" x ""7.0079""",Standard (Large),0.2205
B07CJKKMF7,"Zipper Tie,Formal Necktie Classic Tie Adjustable Business Tie with Box for Men",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$12.99,$5.14,7.85,"864,548",25,55,1,Life Dominater,4.4,"""7.874"" x ""5.9055"" x ""1.9685""",Standard (Large),0.0992
B07CJ7QKTM,"Zipper Tie,Formal Necktie Classic Tie Adjustable Business Tie with Box for Men",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$12.99,$5.14,7.85,"865,746",25,40,1,Life Dominater,4.4,"""7.874"" x ""5.9055"" x ""1.9685""",Standard (Large),0.0992
B07L874VY2,"Zipper Tie,Formal Necktie Classic Tie Adjustable Business Tie with Box for Men",Aniwon,"Clothing, Shoes & Jewelry",$0,0,$12.99,$5.14,7.85,"867,255",25,55,1,Life Dominater,4.4,"""1.378"" x ""4.8425"" x ""6.9646""",Standard (Large),0.097
