currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,seriousCount,suspectedIncr,currentConfirmedIncr,confirmedIncr,curedIncr,deadIncr,seriousIncr,updateTime
,28129,24702,1348,564,3859,5328,,3766,456,73,640,2020-02-06
,28129,24702,1335,564,3859,5328,,3766,443,73,640,2020-02-06
,28129,24702,1330,564,3859,5328,,3766,438,73,640,2020-02-06
,28129,24702,1290,564,3859,5328,,3766,398,73,640,2020-02-06
,28129,24702,1285,564,3859,5328,,3766,393,73,640,2020-02-06
,28129,24702,1277,564,3859,5328,,3766,385,73,640,2020-02-06
,28127,24702,1277,564,3859,5328,,3764,385,73,640,2020-02-06
,28127,24702,1266,564,3859,5328,,3764,374,73,640,2020-02-06
,28127,24702,1254,564,3859,5328,,3764,362,73,640,2020-02-06
,28125,24702,1254,564,3859,5328,,3762,362,73,640,2020-02-06
,28120,24702,1253,564,3859,5328,,3757,361,73,640,2020-02-06
,28118,24702,1252,564,3859,5328,,3755,360,73,640,2020-02-06
,28107,24702,1252,564,3859,5328,,3744,360,73,640,2020-02-06
,28081,24702,1250,564,3859,5328,,3718,358,73,640,2020-02-06
,28081,24702,1246,564,3859,5328,,3718,354,73,640,2020-02-06
,28081,24702,1245,564,3859,5328,,3718,353,73,640,2020-02-06
,28081,24702,1241,564,3859,5328,,3718,349,73,640,2020-02-06
,28081,24702,1236,564,3859,5328,,3718,344,73,640,2020-02-06
,28081,24702,1227,564,3859,5328,,3718,335,73,640,2020-02-06
,28077,24702,1221,564,3859,5328,,3714,329,73,640,2020-02-06
,28077,24702,1210,564,3859,5328,,3714,318,73,640,2020-02-06
,28074,24702,1210,564,3859,5328,,3711,318,73,640,2020-02-06
,28074,24702,1189,564,3859,5328,,3711,297,73,640,2020-02-06
,28065,24702,1189,564,3859,5328,,3702,297,73,640,2020-02-06
,28065,24702,1188,564,3859,5328,,3702,296,73,640,2020-02-06
,28060,24702,1188,564,3859,5328,,3697,296,73,640,2020-02-06
,28060,24702,1153,564,3859,5328,,3697,261,73,640,2020-02-06
,28060,24702,1153,564,3859,5328,,3697,261,73,640,2020-02-06
,28060,24702,1153,564,3859,5328,,3697,261,73,640,2020-02-06
,28060,24702,1153,564,3859,5328,,3698,261,73,640,2020-02-06
,28060,24702,1153,563,3859,5328,,3698,261,72,640,2020-02-06
,28060,24702,1153,563,3859,,,,,,,2020-02-06
,27451,23260,1115,563,3219,,,,,,,2020-02-06
,27434,23260,1133,563,3219,,,,,,,2020-02-06
,24447,23260,1020,493,3219,3971,,3973,390,68,431,2020-02-06
,24439,23260,1019,493,3219,3971,,3965,389,68,431,2020-02-06
,24434,23260,1018,493,3219,3971,,3960,388,68,431,2020-02-05
,24434,23260,1019,493,3219,3971,,3960,389,68,431,2020-02-05
,24433,23260,1015,493,3219,3971,,3959,385,68,431,2020-02-05
,24433,23260,1007,493,3219,3971,,3959,377,68,431,2020-02-05
,24433,23260,1010,493,3219,3971,,3959,380,68,431,2020-02-05
,24433,23260,1006,493,3219,3971,,3959,376,68,431,2020-02-05
,24433,23260,1001,493,3219,3971,,3959,371,68,431,2020-02-05
,24433,23260,987,493,3219,3971,,3959,357,68,431,2020-02-05
,24433,23260,983,493,3219,3971,,3959,353,68,431,2020-02-05
,24433,23260,981,493,3219,3971,,3959,351,68,431,2020-02-05
,24433,23260,981,493,3219,3971,,3959,351,68,431,2020-02-05
,24433,23260,979,493,3219,3971,,3959,349,68,431,2020-02-05
,24433,23260,972,493,3219,3971,,3959,342,68,431,2020-02-05
,24430,23260,972,493,3219,3971,,3956,342,68,431,2020-02-05
,24430,23260,971,493,3219,3971,,3956,341,68,431,2020-02-05
,24430,23260,961,493,3219,3971,,3956,331,68,431,2020-02-05
,24430,23260,957,493,3219,3971,,3956,327,68,431,2020-02-05
,24430,23260,956,493,3219,3971,,3956,326,68,431,2020-02-05
,24423,23260,956,493,3219,3971,,3949,326,68,431,2020-02-05
,24423,23260,954,493,3219,3971,,3949,324,68,431,2020-02-05
,24423,23260,950,493,3219,3971,,3949,320,68,431,2020-02-05
,24423,23260,948,493,3219,3971,,3949,318,68,431,2020-02-05
,24423,23260,947,493,3219,3971,,3949,317,68,431,2020-02-05
,24423,23260,946,493,3219,3971,,3949,316,68,431,2020-02-05
,24423,23260,946,492,3219,3971,,3949,316,67,431,2020-02-05
,24423,23260,941,492,3219,3971,,3949,311,67,431,2020-02-05
,24423,23260,933,492,3219,3971,,3949,303,67,431,2020-02-05
,24423,23260,930,492,3219,3971,,3949,300,67,431,2020-02-05
,24423,23260,929,492,3219,3971,,3949,299,67,431,2020-02-05
,24423,23260,926,492,3219,3971,,3949,296,67,431,2020-02-05
,24423,23260,918,492,3219,3971,,3949,288,67,431,2020-02-05
,24413,23260,917,492,3219,3971,,3939,287,67,431,2020-02-05
,24388,23260,912,492,3219,3971,,3914,282,67,431,2020-02-05
,24388,23260,908,492,3219,3971,,3914,278,67,431,2020-02-05
,24388,23260,906,492,3219,3971,,3914,276,67,431,2020-02-05
,24388,23260,901,492,3219,3971,,3914,271,67,431,2020-02-05
,24386,23260,901,492,3219,3971,,3912,271,67,431,2020-02-05
,24377,23260,901,492,3219,3971,,3903,271,67,431,2020-02-05
,24377,23260,901,492,3219,3971,,3903,271,67,431,2020-02-05
,24367,23260,898,492,3219,3971,,3893,268,67,431,2020-02-05
,24363,23260,897,492,3219,3971,,3889,267,67,431,2020-02-05
,24363,23260,897,491,3219,3971,,3889,267,66,431,2020-02-05
,24363,23260,892,491,3219,3971,,3889,262,66,431,2020-02-05
,24363,23260,893,491,3219,3971,,3889,263,66,431,2020-02-05
,24324,23260,892,491,3219,3971,,3850,262,66,431,2020-02-05
,24363,23260,892,491,3219,3971,,3889,262,66,431,2020-02-05
,24363,23260,892,491,3219,3971,,3887,262,66,431,2020-02-05
,23718,23214,843,491,2788,5072,,6482,368,130,492,2020-02-05
,23696,23214,843,491,2788,5072,,6460,368,130,492,2020-02-05
,23623,23214,718,426,2788,5072,,6387,243,65,492,2020-02-05
,20540,23214,718,426,2788,5072,,3304,243,65,492,2020-02-05
,20537,23214,718,426,2788,5072,,3301,243,65,492,2020-02-05
,20530,23214,718,426,2788,5072,,3294,243,65,492,2020-02-04
,20528,23214,717,426,2788,5072,,3292,242,65,492,2020-02-04
,20527,23214,717,426,2788,5072,,3291,242,65,492,2020-02-04
,20527,23214,716,426,2788,5072,,3291,241,65,492,2020-02-04
,20523,23214,716,426,2788,5072,,3287,241,65,492,2020-02-04
,20523,23214,715,426,2788,5072,,3287,240,65,492,2020-02-04
,20523,23214,714,426,2788,5072,,3287,239,65,492,2020-02-04
,20523,23214,711,426,2788,5072,,3287,236,65,492,2020-02-04
,20523,23214,709,426,2788,5072,,3287,234,65,492,2020-02-04
,20522,23214,709,426,2788,5072,,3286,234,65,492,2020-02-04
,20522,23214,706,426,2788,5072,,3286,231,65,492,2020-02-04
,20522,23214,704,426,2788,5072,,3286,229,65,492,2020-02-04
,20522,23214,702,426,2788,5072,,3286,227,65,492,2020-02-04
,20522,23214,693,426,2788,5072,,3286,218,65,492,2020-02-04
,20522,23214,692,426,2788,5072,,3286,217,65,492,2020-02-04
,20522,23214,691,426,2788,5072,,3286,216,65,492,2020-02-04
,20522,23214,688,426,2788,5072,,3286,213,65,492,2020-02-04
,20520,23214,688,426,2788,5072,,3284,213,65,492,2020-02-04
,20520,23214,686,426,2788,5072,,3284,211,65,492,2020-02-04
,20520,23214,683,426,2788,5072,,3284,208,65,492,2020-02-04
,20504,23214,683,426,2788,5072,,3268,208,65,492,2020-02-04
,20504,23214,680,426,2788,5072,,3268,205,65,492,2020-02-04
,20504,23214,669,426,2788,5072,,3268,194,65,492,2020-02-04
,20502,23214,669,426,2788,5072,,3266,194,65,492,2020-02-04
,20502,23214,660,426,2788,5072,,3266,185,65,492,2020-02-04
,20486,23214,660,426,2788,5072,,3250,185,65,492,2020-02-04
,20479,23214,660,426,2788,5072,,3243,185,65,492,2020-02-04
,20479,23214,660,426,2788,5072,,3243,185,65,492,2020-02-04
,20479,23214,658,426,2788,5072,,3243,183,65,492,2020-02-04
,20476,23214,658,426,2788,5072,,3240,183,65,492,2020-02-04
,20471,23214,658,426,2788,5072,,3235,183,65,492,2020-02-04
,20471,23214,657,426,2788,5072,,3235,182,65,492,2020-02-04
,20471,23214,654,426,2788,5072,,3235,179,65,492,2020-02-04
,20471,23214,648,426,2788,5072,,3235,173,65,492,2020-02-04
,20471,23214,644,426,2788,5072,,3235,169,65,492,2020-02-04
,20471,23214,642,426,2788,5072,,3235,167,65,492,2020-02-04
,20471,23214,637,426,2788,5072,,3235,162,65,492,2020-02-04
,20471,23214,637,426,2788,5072,,3235,162,65,492,2020-02-04
,20471,23214,637,425,2788,5072,,3235,162,64,492,2020-02-04
,20471,23214,637,425,2788,5072,,3235,162,64,492,2020-02-04
,20471,23214,635,425,2788,5072,,3235,160,64,492,2020-02-04
,20471,23214,632,425,2788,5072,,3235,157,64,492,2020-02-04
,20471,23214,632,425,2788,5072,,3235,157,64,492,2020-02-04
,20471,23214,632,425,2788,,,,,,,2020-02-04
,19726,21558,624,425,2296,,,,,,,2020-02-04
,19701,21558,623,425,2296,,,,,,,2020-02-04
,19698,21558,623,425,2296,,,,,,,2020-02-04
,19690,21558,623,425,2296,,,,,,,2020-02-04
,17341,21558,527,361,2296,5173,,2930,199,57,186,2020-02-03
,17341,21558,527,361,2296,5173,,2930,199,57,186,2020-02-03
,17341,21558,524,361,2296,5173,,2930,196,57,186,2020-02-03
,17341,21558,523,361,2296,5173,,2930,195,57,186,2020-02-03
,17341,21558,521,361,2296,5173,,2930,193,57,186,2020-02-03
,17341,21558,521,361,2296,5173,,2930,193,57,186,2020-02-03
,17341,21558,521,361,2296,5173,,2930,193,57,186,2020-02-03
,17340,21558,521,361,2296,5173,,2929,193,57,186,2020-02-03
,17340,21558,521,361,2296,5173,,2929,193,57,186,2020-02-03
,17339,21558,521,361,2296,5173,,2928,193,57,186,2020-02-03
,17335,21558,521,361,2296,5173,,2924,193,57,186,2020-02-03
,17335,21558,520,361,2296,5173,,2924,192,57,186,2020-02-03
,17335,21558,517,361,2296,5173,,2924,189,57,186,2020-02-03
,17335,21558,513,361,2296,5173,,2924,185,57,186,2020-02-03
,17335,21558,502,361,2296,5173,,2924,174,57,186,2020-02-03
,17335,21558,497,361,2296,5173,,2924,169,57,186,2020-02-03
,17335,21558,496,361,2296,5173,,2924,168,57,186,2020-02-03
,17335,21558,494,361,2296,5173,,2924,166,57,186,2020-02-03
,17335,21558,493,361,2296,5173,,2924,165,57,186,2020-02-03
,17335,21558,487,361,2296,5173,,2924,159,57,186,2020-02-03
,17335,21558,484,361,2296,5173,,2924,156,57,186,2020-02-03
,17335,21558,483,361,2296,5173,,2924,155,57,186,2020-02-03
,17330,21558,483,361,2296,5173,,2919,155,57,186,2020-02-03
,17330,21558,480,361,2296,5173,,2919,152,57,186,2020-02-03
,17309,21558,480,361,2296,5173,,2898,152,57,186,2020-02-03
,17309,21558,480,361,2296,5173,,2898,152,57,186,2020-02-03
,17267,21558,480,361,2296,5173,,2856,152,57,186,2020-02-03
,17267,21558,479,361,2296,5173,,2856,151,57,186,2020-02-03
,17267,21558,479,361,2296,5173,,2856,151,57,186,2020-02-03
,17255,21558,479,361,2296,5173,,2844,151,57,186,2020-02-03
,17242,21558,479,361,2296,5173,,2831,151,57,186,2020-02-03
,17239,21558,479,361,2296,5173,,2828,151,57,186,2020-02-03
,17238,21558,479,361,2296,5173,,2827,151,57,186,2020-02-03
,17238,21558,479,361,2296,2014,,2748,45,57,186,2020-02-03
,17238,21558,479,361,2296,2014,,2748,45,57,186,2020-02-03
,17240,21558,479,361,2296,2014,,2750,45,57,186,2020-02-03
,17240,21558,479,361,2296,2014,,2750,45,57,2296,2020-02-03
,17240,21558,479,361,2296,2014,,2750,45,57,186,2020-02-03
,17240,21558,479,361,2296,2014,,2750,45,57,2296,2020-02-03
,17238,21558,479,361,2296,2014,,2748,45,57,2296,2020-02-03
,17238,21558,478,361,2296,2014,,2748,44,57,2296,2020-02-03
,17238,21558,477,361,2296,2014,,2748,43,57,2296,2020-02-03
,17238,21558,475,361,2296,2014,,2748,41,57,2296,2020-02-03
,14490,19544,434,304,0,0,,0,0,0,0,2020-02-03
,14490,19544,434,304,0,,,,,,,2020-02-02
,14490,19544,433,304,0,,,,,,,2020-02-02
,14490,19544,432,304,0,,,,,,,2020-02-02
,14490,19544,430,304,0,,,,,,,2020-02-02
,14489,19544,430,304,0,,,,,,,2020-02-02
,14489,19544,420,304,0,,,,,,,2020-02-02
,14489,19544,419,304,0,,,,,,,2020-02-02
,14489,19544,418,304,0,,,,,,,2020-02-02
,14489,19544,412,304,0,,,,,,,2020-02-02
,14489,19544,406,304,0,,,,,,,2020-02-02
,14489,19544,397,304,0,,,,,,,2020-02-02
,14489,19544,389,304,0,,,,,,,2020-02-02
,14489,19544,388,304,0,,,,,,,2020-02-02
,14489,19544,385,304,0,,,,,,,2020-02-02
,14489,19544,384,304,0,,,,,,,2020-02-02
,14489,19544,383,304,0,,,,,,,2020-02-02
,14483,19544,381,304,0,,,,,,,2020-02-02
,14483,19544,381,304,,,,,,,,2020-02-02
,14483,19544,381,304,,,,,,,,2020-02-02
,14483,19544,380,304,,,,,,,,2020-02-02
,14483,19544,379,304,,,,,,,,2020-02-02
,14483,19544,342,304,,,,,,,,2020-02-02
,14483,19544,339,304,,,,,,,,2020-02-02
,14482,19544,339,304,,,,,,,,2020-02-02
,14482,19544,337,304,,,,,,,,2020-02-02
,14481,19544,337,304,,,,,,,,2020-02-02
,14481,19544,336,304,,,,,,,,2020-02-02
,14453,19544,336,304,,,,,,,,2020-02-02
,14445,19544,336,304,,,,,,,,2020-02-02
,14446,19544,332,304,,,,,,,,2020-02-02
,14433,19544,332,304,,,,,,,,2020-02-02
,14433,19544,331,304,,,,,,,,2020-02-02
,14428,19544,331,304,,,,,,,,2020-02-02
,14423,19544,331,304,,,,,,,,2020-02-02
,14418,19544,331,304,,,,,,,,2020-02-02
,14416,19544,331,304,,,,,,,,2020-02-02
,14413,19544,334,304,,,,,,,,2020-02-02
,14413,19544,331,304,,,,,,,,2020-02-02
,14411,19544,331,304,,,,,,,,2020-02-02
,14411,19544,333,304,,,,,,,,2020-02-02
,14411,19544,328,304,,,,,,,,2020-02-02
,14411,19544,328,304,,,,,,,,2020-02-02
,14411,19544,328,304,,,,,,,,2020-02-02
,13858,17988,322,304,,,,,,,,2020-02-02
,13858,17988,322,304,,,,,,,,2020-02-02
,13858,17988,322,304,,,,,,,,2020-02-02
,13858,17988,322,304,,,,,,,,2020-02-02
,11901,17988,275,259,,,,,,,,2020-02-01
,11899,17988,275,259,,,,,,,,2020-02-01
,11896,17988,275,259,,,,,,,,2020-02-01
,11891,17988,275,259,,,,,,,,2020-02-01
,11890,17988,275,259,,,,,,,,2020-02-01
,11890,17988,274,259,,,,,,,,2020-02-01
,11890,17988,273,259,,,,,,,,2020-02-01
,11890,17988,272,259,,,,,,,,2020-02-01
,11890,17988,270,259,,,,,,,,2020-02-01
,11889,17988,270,259,,,,,,,,2020-02-01
,11889,17988,269,259,,,,,,,,2020-02-01
,11889,17988,268,259,,,,,,,,2020-02-01
,11889,17988,267,259,,,,,,,,2020-02-01
,11889,17988,266,259,,,,,,,,2020-02-01
,11889,17988,263,259,,,,,,,,2020-02-01
,11889,17988,257,259,,,,,,,,2020-02-01
,11889,17988,255,259,,,,,,,,2020-02-01
,11877,17988,251,259,,,,,,,,2020-02-01
,11862,17988,250,259,,,,,,,,2020-02-01
,11860,17988,250,259,,,,,,,,2020-02-01
,11851,17988,248,259,,,,,,,,2020-02-01
,11851,17988,247,259,,,,,,,,2020-02-01
,11847,17988,247,259,,,,,,,,2020-02-01
,11844,17988,247,259,,,,,,,,2020-02-01
,11844,17988,246,259,,,,,,,,2020-02-01
,11828,17988,245,259,,,,,,,,2020-02-01
,11825,17988,246,259,,,,,,,,2020-02-01
,11822,17988,245,259,,,,,,,,2020-02-01
,11821,17988,245,259,,,,,,,,2020-02-01
,11821,17988,243,259,,,,,,,,2020-02-01
,11821,17988,243,259,,,,,,,,2020-02-01
,11821,17988,243,259,,,,,,,,2020-02-01
,11227,15238,214,214,,,,,,,,2020-02-01
,11209,15238,214,214,,,,,,,,2020-02-01
,9862,15238,214,214,,,,,,,,2020-02-01
,9854,15238,214,214,,,,,,,,2020-02-01
,9821,15238,214,213,,,,,,,,2020-02-01
,9811,15238,214,213,,,,,,,,2020-01-31
,9811,15238,211,213,,,,,,,,2020-01-31
,9811,15238,210,213,,,,,,,,2020-01-31
,9811,15238,205,213,,,,,,,,2020-01-31
,9811,15238,185,213,,,,,,,,2020-01-31
,9811,15238,186,213,,,,,,,,2020-01-31
,9810,15238,185,213,,,,,,,,2020-01-31
,9810,15238,182,213,,,,,,,,2020-01-31
,9810,15238,181,213,,,,,,,,2020-01-31
,9810,15238,181,213,,,,,,,,2020-01-31
,9810,15238,180,213,,,,,,,,2020-01-31
,9809,15238,180,213,,,,,,,,2020-01-31
,9795,15238,180,213,,,,,,,,2020-01-31
,9745,15238,178,213,,,,,,,,2020-01-31
,9745,15238,177,213,,,,,,,,2020-01-31
,9742,15238,176,213,,,,,,,,2020-01-31
,9737,15238,176,213,,,,,,,,2020-01-31
,9731,15238,176,213,,,,,,,,2020-01-31
,9724,15238,176,213,,,,,,,,2020-01-31
,9720,15238,176,213,,,,,,,,2020-01-31
,9704,15238,176,213,,,,,,,,2020-01-31
,9685,15238,176,213,,,,,,,,2020-01-31
,9720,15238,171,213,,,,,,,,2020-01-31
,9720,15238,171,213,,,,,,,,2020-01-31
,9066,12167,162,213,,,,,,,,2020-01-31
,8163,12167,136,171,,,,,,,,2020-01-31
,8156,12167,135,171,,,,,,,,2020-01-31
,8150,12167,135,171,,,,,,,,2020-01-31
,8149,12167,135,171,,,,,,,,2020-01-30
,8148,12167,135,171,,,,,,,,2020-01-30
,8147,12167,135,170,,,,,,,,2020-01-30
,7830,12167,135,170,,,,,,,,2020-01-30
,7830,12139,135,170,,,,,,,,2020-01-30
,7830,12139,133,170,,,,,,,,2020-01-30
,7828,12139,133,170,,,,,,,,2020-01-30
,7827,12139,133,170,,,,,,,,2020-01-30
,7826,12139,133,170,,,,,,,,2020-01-30
,7826,12139,132,170,,,,,,,,2020-01-30
,7783,12139,132,170,,,,,,,,2020-01-30
,7766,12139,132,170,,,,,,,,2020-01-30
,7753,12139,132,170,,,,,,,,2020-01-30
,7753,12139,131,170,,,,,,,,2020-01-30
,7742,12167,131,170,,,,,,,,2020-01-30
,7742,12167,130,170,,,,,,,,2020-01-30
,7737,12167,128,170,,,,,,,,2020-01-30
,7736,12167,126,170,,,,,,,,2020-01-30
,7736,12167,124,170,,,,,,,,2020-01-30
,7736,12167,124,170,,,,,,,,2020-01-30
,7736,12167,124,170,,,,,,,,2020-01-30
,7736,9239,124,170,,,,,,,,2020-01-30
,7206,9239,122,170,,,,,,,,2020-01-30
,6772,9239,120,133,,,,,,,,2020-01-30
,6095,9239,120,133,,,,,,,,2020-01-30
,6095,9239,119,133,,,,,,,,2020-01-29
,6086,9239,119,133,,,,,,,,2020-01-29
,6086,9239,119,132,,,,,,,,2020-01-29
,6086,9239,118,132,,,,,,,,2020-01-29
,6086,9239,118,132,,,,,,,,2020-01-29
,6086,9239,115,132,,,,,,,,2020-01-29
,6085,9239,115,132,,,,,,,,2020-01-29
,6083,9239,115,132,,,,,,,,2020-01-29
,6078,9239,115,132,,,,,,,,2020-01-29
,6078,9239,114,132,,,,,,,,2020-01-29
,6074,9239,114,132,,,,,,,,2020-01-29
,6043,9239,114,132,,,,,,,,2020-01-29
,6043,9239,110,132,,,,,,,,2020-01-29
,6041,9239,110,132,,,,,,,,2020-01-29
,6016,9239,110,132,,,,,,,,2020-01-29
,6015,9239,110,132,,,,,,,,2020-01-29
,6014,9239,110,132,,,,,,,,2020-01-29
,6014,9239,109,132,,,,,,,,2020-01-29
,6013,9239,109,132,,,,,,,,2020-01-29
,6013,9239,108,132,,,,,,,,2020-01-29
,6016,9239,108,132,,,,,,,,2020-01-29
,6005,9239,108,132,,,,,,,,2020-01-29
,6003,9239,108,132,,,,,,,,2020-01-29
,6002,9239,108,132,,,,,,,,2020-01-29
,6002,9239,107,132,,,,,,,,2020-01-29
,6002,9239,105,132,,,,,,,,2020-01-29
,5999,9239,105,132,,,,,,,,2020-01-29
,5999,9239,105,132,,,,,,,,2020-01-29
,5999,9239,104,132,,,,,,,,2020-01-29
,5998,9239,104,132,,,,,,,,2020-01-29
,5997,9239,104,132,,,,,,,,2020-01-29
,5997,9239,103,132,,,,,,,,2020-01-29
,5997,9239,103,132,,,,,,,,2020-01-29
,5974,9239,103,132,,,,,,,,2020-01-29
,5531,6972,101,131,,,,,,,,2020-01-29
,5517,6972,101,131,,,,,,,,2020-01-29
,4677,6972,73,106,,,,,,,,2020-01-29
,4633,6972,73,106,,,,,,,,2020-01-29
,4633,6972,73,106,,,,,,,,2020-01-29
,4633,6972,73,106,,,,,,,,2020-01-29
,4633,6972,73,106,,,,,,,,2020-01-29
,4631,6973,73,106,,,,,,,,2020-01-29
,4630,6973,73,106,,,,,,,,2020-01-28
,4630,6973,71,106,,,,,,,,2020-01-28
,4629,6973,71,106,,,,,,,,2020-01-28
,4622,6973,71,106,,,,,,,,2020-01-28
,4618,6973,69,106,,,,,,,,2020-01-28
,4599,6973,68,106,,,,,,,,2020-01-28
,4597,6973,68,106,,,,,,,,2020-01-28
,4597,6973,67,106,,,,,,,,2020-01-28
,4597,6973,65,106,,,,,,,,2020-01-28
,4586,6973,65,106,,,,,,,,2020-01-28
,4578,6973,65,106,,,,,,,,2020-01-28
,4474,5794,60,106,,,,,,,,2020-01-28
,4428,5794,60,106,,,,,,,,2020-01-28
,2902,5794,58,82,,,,,,,,2020-01-28
,2902,5794,58,82,,,,,,,,2020-01-28
,2889,5794,58,82,,,,,,,,2020-01-28
,2889,5794,58,82,,,,,,,,2020-01-28
,2889,5794,59,82,,,,,,,,2020-01-28
,2889,5794,57,82,,,,,,,,2020-01-28
,2889,5794,56,82,,,,,,,,2020-01-28
,2882,5794,56,82,,,,,,,,2020-01-28
,2858,5794,56,82,,,,,,,,2020-01-28
,2857,5794,56,82,,,,,,,,2020-01-27
,2846,5794,56,81,,,,,,,,2020-01-27
,2846,5794,56,81,,,,,,,,2020-01-27
,2844,5794,56,81,,,,,,,,2020-01-27
,2844,5794,55,81,,,,,,,,2020-01-27
,2840,5794,55,81,,,,,,,,2020-01-27
,2835,5794,55,81,,,,,,,,2020-01-27
,2835,5794,56,81,,,,,,,,2020-01-27
,2835,5794,58,81,,,,,,,,2020-01-27
,2828,5794,58,81,,,,,,,,2020-01-27
,2826,5794,58,81,,,,,,,,2020-01-27
,2823,5794,58,81,,,,,,,,2020-01-27
,2823,5794,57,81,,,,,,,,2020-01-27
,2823,5794,55,81,,,,,,,,2020-01-27
,2823,5794,53,81,,,,,,,,2020-01-27
,2819,5794,53,81,,,,,,,,2020-01-27
,2819,5794,52,81,,,,,,,,2020-01-27
,2818,5794,52,81,,,,,,,,2020-01-27
,2817,5794,52,81,,,,,,,,2020-01-27
,2784,5794,52,81,,,,,,,,2020-01-27
,2783,5794,52,81,,,,,,,,2020-01-27
,2780,5794,52,81,,,,,,,,2020-01-27
,2768,5794,52,80,,,,,,,,2020-01-27
,2762,5794,51,80,,,,,,,,2020-01-27
,2762,5794,51,80,,,,,,,,2020-01-27
,2744,5794,51,80,,,,,,,,2020-01-27
,2463,2692,51,80,,,,,,,,2020-01-27
,2463,2692,49,56,,,,,,,,2020-01-27
,2098,2692,49,56,,,,,,,,2020-01-27
,2093,2692,49,56,,,,,,,,2020-01-27
,2081,2692,49,56,,,,,,,,2020-01-27
,2081,2692,49,56,,,,,,,,2020-01-27
,2081,2692,49,56,,,,,,,,2020-01-27
,2080,2692,49,56,,,,,,,,2020-01-27
,2079,2692,49,56,,,,,,,,2020-01-27
,2076,2692,49,56,,,,,,,,2020-01-26
,2071,2692,49,56,,,,,,,,2020-01-26
,2066,2692,49,56,,,,,,,,2020-01-26
,2065,2692,49,56,,,,,,,,2020-01-26
,2064,2692,49,56,,,,,,,,2020-01-26
,2055,2692,49,56,,,,,,,,2020-01-26
,2049,2684,49,56,,,,,,,,2020-01-26
,2036,2684,49,56,,,,,,,,2020-01-26
,2033,2684,49,56,,,,,,,,2020-01-26
,2033,2684,49,56,,,,,,,,2020-01-26
,2033,2684,49,56,,,,,,,,2020-01-26
,2031,2684,49,56,,,,,,,,2020-01-26
,2029,2684,49,56,,,,,,,,2020-01-26
,2029,2684,49,56,,,,,,,,2020-01-26
,2018,2684,49,56,,,,,,,,2020-01-26
,2005,2684,49,56,,,,,,,,2020-01-26
,2002,2684,49,56,,,,,,,,2020-01-26
,1999,2684,49,56,,,,,,,,2020-01-26
,1992,2684,49,56,,,,,,,,2020-01-26
,1992,2684,49,56,,,,,,,,2020-01-26
,1992,2684,49,55,,,,,,,,2020-01-26
,1975,2684,49,56,,,,,,,,2020-01-26
,1975,2684,49,56,,,,,,,,2020-01-26
,1742,2032,49,54,,,,,,,,2020-01-26
,1409,2032,39,42,,,,,,,,2020-01-26
,1408,2032,39,42,,,,,,,,2020-01-25
,1377,1983,39,41,,,,,,,,2020-01-25
,1377,1983,39,41,,,,,,,,2020-01-25
,1372,1983,39,41,,,,,,,,2020-01-25
,1372,1983,39,41,,,,,,,,2020-01-25
,1372,1983,40,41,,,,,,,,2020-01-25
,1369,1983,40,41,,,,,,,,2020-01-25
,1369,1983,40,41,,,,,,,,2020-01-25
,1369,1983,40,41,,,,,,,,2020-01-25
,1356,1983,40,41,,,,,,,,2020-01-25
,1356,1983,40,41,,,,,,,,2020-01-25
,1356,1983,38,41,,,,,,,,2020-01-25
,1355,1983,38,41,,,,,,,,2020-01-25
,1355,1983,38,41,,,,,,,,2020-01-25
,1355,1983,38,41,,,,,,,,2020-01-25
,1337,1965,38,41,,,,,,,,2020-01-25
,1336,1965,38,41,,,,,,,,2020-01-25
,1330,1965,38,41,,,,,,,,2020-01-25
,1303,1965,38,41,,,,,,,,2020-01-25
,1303,1965,38,0,,,,,,,,2020-01-25
,1303,1965,38,41,,,,,,,,2020-01-25
,1287,1965,38,41,,,,,,,,2020-01-25
,1287,1965,38,41,,,,,,,,2020-01-25
,1118,1076,37,41,,,,,,,,2020-01-25
,923,1076,36,26,,,,,,,,2020-01-25
,912,1076,36,26,,,,,,,,2020-01-25
,902,1076,36,26,,,,,,,,2020-01-25
,897,1076,36,26,,,,,,,,2020-01-24
,897,1076,36,26,,,,,,,,2020-01-24
,896,1076,36,26,,,,,,,,2020-01-24
,894,1076,36,26,,,,,,,,2020-01-24
,894,1076,35,26,,,,,,,,2020-01-24
,887,1076,35,26,,,,,,,,2020-01-24
,887,1076,35,26,,,,,,,,2020-01-24
,887,1075,35,26,,,,,,,,2020-01-24
,887,1075,35,26,,,,,,,,2020-01-24
