"createTime","modifyTime","tags","countryType","provinceId","provinceName","provinceShortName","cityName","confirmedCount","suspectedCount","curedCount","deadCount","comment","country","confirmed","suspect","cured","death"
"1579538652000","1579611527000","确诊270例，疑似11例，治愈25例，死亡6例","1","42","湖北省","","","","","","","","中国","270","11","25","6"
"1579542158000","1579619645000","确诊10例","1","11","北京市","","","","","","","","中国","10","0","0","0"
"1579542174000","1579617540000","确诊17例，疑似4例","1","44","广东省","","","","","","","","中国","17","4","0","0"
"1579542231000","1579607685000","确诊6例，疑似3例","1","31","上海市","","","","","","","","中国","6","3","0","0"
"1579546399000","1579617110000","确诊5例，疑似16例","1","33","浙江省","","","","","","","","中国","5","16","0","0"
"1579542213000","1579623150000","确诊1例","1","53","云南省","","","","","","","","中国","1","0","0","0"
"1579542193000","1579617420000","确诊1例，疑似2例","1","51","四川省","","","","","","","","中国","1","2","0","0"
"1579542291000","1579623090000","确诊1例","1","37","山东省","","","","","","","","中国","1","0","0","0"
"1579542254000","1579545591000","疑似1例","1","45","广西壮族自治区","","","","","","","","中国","0","1","0","0"
"1579588572000","1579588616000","疑似1例","1","52","贵州省","","","","","","","","中国","0","1","0","0"
"1579598038000","1579598038000","疑似1例","1","34","安徽省","","","","","","","","中国","0","1","0","0"
"1579598057000","1579598057000","疑似1例","1","46","海南省","","","","","","","","中国","0","1","0","0"
"1579598101000","1579598101000","疑似1例","1","64","宁夏回族自治区","","","","","","","","中国","0","1","0","0"
"1579598339000","1579598339000","疑似1例","1","22","吉林省","","","","","","","","中国","0","1","0","0"
"1579598380000","1579598380000","疑似2例","1","36","江西省","","","","","","","","中国","0","2","0","0"
"1579604600000","1579604600000","确诊2例","1","12","天津市","","","","","","","","中国","2","0","0","0"
"1579607817000","1579607831000","确诊1例","1","41","河南省","","","","","","","","中国","1","0","0","0"
"1579612635000","1579612642000","确诊5例","1","50","重庆市","","","","","","","","中国","5","0","0","0"
"1579625822000","1579625822000","疑似1例","1","21","辽宁省","","","","","","","","中国","0","1","0","0"
"1579617167000","1579617167000","确诊1例","1","68","台湾","","","","","","","","中国","1","0","0","0"
"1579617215000","1579617215000","疑似117例","1","66","香港","","","","","","","","中国","0","117","0","0"
"1579621178000","1579621178000","疑似1例","1","23","黑龙江省","","","","","","","","中国","0","1","0","0"
"1579623404000","1579623404000","确诊1例","1","43","湖南省","","","","","","","","中国","1","0","0","0"
"1579598380000","1579652549000","确诊2例，疑似2例","1","36","江西省","","","","","","","","中国","2","2","0","0"
"1579542193000","1579652680000","确诊2例，疑似1例","1","51","四川省","","","","","","","","中国","2","1","0","0"
"1579598380000","1579652643000","确诊2例","1","36","江西省","","","","","","","","中国","2","0","0","0"
"1579598038000","1579652704000","疑似2例","1","34","安徽省","","","","","","","","中国","0","2","0","0"
"1579656427000","1579656427000","疑似1例","1","21","辽宁省","","","","","","","","中国","0","1","0","0"
"1579598038000","1579656788000","疑似3例","1","34","安徽省","","","","","","","","中国","0","3","0","0"
"1579542231000","1579660717000","确诊9例，疑似10例","1","31","上海市","","","","","","","","中国","9","10","0","0"
"1579542254000","1579661844000","疑似2例","1","45","广西壮族自治区","","","","","","","","中国","0","2","0","0"
"1579538652000","1579662606000","确诊270例，疑似11例，治愈25例，死亡9例","1","42","湖北省","","","","","","","","中国","270","11","25","9"
"1579663914000","1579663914000","确诊1例","1","67","澳门","","","","","","","","中国","1","0","0","0"
"1579542174000","1579669557000","确诊26例，疑似1例","1","44","广东省","","","","","","","","中国","26","1","0","0"
"1579546399000","1579669569000","确诊10例","1","33","浙江省","","","","","","","","中国","10","0","0","0"
"1579607817000","1579675184000","确诊4例","1","41","河南省","","","","","","","","中国","4","0","0","0"
"1579604600000","1579675233000","确诊4例","1","12","天津市","","","","","","","","中国","4","0","0","0"
"1579607817000","1579677630000","确诊1例","1","41","河南省","","","","","","","","中国","1","0","0","0"
"1579538652000","1579682719000","确诊375例，疑似11例，治愈25例，死亡9例","1","42","湖北省","","","","","","","","中国","375","11","25","9"
"1579598057000","1579682754000","确诊4例","1","46","海南省","","","","","","","","中国","4","0","0","0"
"1579656427000","1579682790000","确诊2例","1","21","辽宁省","","","","","","","","中国","2","0","0","0"
"1579682845000","1579682845000","疑似1例","1","14","山西省","","","","","","","","中国","0","1","0","0"
"1579538652000","1579683207000","确诊375例，疑似病例数待确认，治愈25例，死亡9例","1","42","湖北省","","","","","","","","中国","375","null","25","9"
"1579542193000","1579683833000","确诊2例，疑似5例","1","51","四川省","","","","","","","","中国","2","5","0","0"
"1579598038000","1579685257000","确诊1例，疑似4例","1","34","安徽省","","","","","","","","中国","1","4","0","0"
"1579688286000","1579688295000","确诊1例","1","35","福建省","","","","","","","","中国","1","0","0","0"
"1579588572000","1579688754000","确诊1例","1","52","贵州省","","","","","","","","中国","1","0","0","0"
"1579656427000","1579689638000","确诊2例","1","21","辽宁省","","","","","","","","中国","2","0","0","0"
"1579542158000","1579689745000","确诊10例","1","11","北京市","","","","","","","","中国","10","0","0","0"
"1579542174000","1579689756000","确诊26例，疑似1例","1","44","广东省","","","","","","","","中国","26","1","0","0"
"1579542231000","1579689808000","确诊9例，疑似10例","1","31","上海市","","","","","","","","中国","9","10","0","0"
"1579546399000","1579689819000","确诊10例","1","33","浙江省","","","","","","","","中国","10","0","0","0"
"1579621178000","1579689834000","疑似1例","1","23","黑龙江省","","","","","","","","中国","0","1","0","0"
"1579623404000","1579689851000","确诊4例","1","43","湖南省","","","","","","","","中国","4","0","0","0"
"1579682845000","1579690073000","确诊1例","1","14","山西省","","","","","","","","中国","1","0","0","0"
"1579612635000","1579690271000","确诊6例","1","50","重庆市","","","","","","","","中国","6","0","0","0"
"1579542193000","1579690416000","确诊5例，疑似2例","1","51","四川省","","","","","","","","中国","5","2","0","0"
"1579598101000","1579691939000","确诊1例","1","64","宁夏回族自治区","","","","","","","","中国","1","0","0","0"
"1579542254000","1579692451000","确诊2例","1","45","广西壮族自治区","","","","","","","","中国","2","0","0","0"
"1579607817000","1579692632000","确诊5例","1","41","河南省","","","","","","","","中国","5","0","0","0"
"1579542254000","1579693116000","确诊2例，疑似1例","1","45","广西壮族自治区","","","","","","","","中国","2","1","0","0"
"1579538652000","1579700192000","确诊375例，疑似病例数待确认，治愈25例，死亡9例","1","42","湖北省","湖北","","","","","","","中国","375","null","25","9"
"1579542213000","1579700208000","确诊1例","1","53","云南省","云南","","","","","","","中国","1","0","0","0"
"1579688286000","1579700200000","确诊1例","1","35","福建省","福建","","","","","","","中国","1","0","0","0"
"1579542193000","1579700216000","确诊5例，疑似2例","1","51","四川省","四川","","","","","","","中国","5","2","0","0"
"1579542291000","1579700224000","确诊1例","1","37","山东省","山东","","","","","","","中国","1","0","0","0"
"1579542254000","1579700233000","确诊2例，疑似1例","1","45","广西壮族自治区","广西","","","","","","","中国","2","1","0","0"
"1579588572000","1579700241000","确诊1例","1","52","贵州省","贵州","","","","","","","中国","1","0","0","0"
"1579598038000","1579700250000","确诊1例，疑似4例","1","34","安徽省","安徽","","","","","","","中国","1","4","0","0"
"1579598057000","1579700258000","确诊4例","1","46","海南省","海南","","","","","","","中国","4","0","0","0"
"1579598101000","1579700276000","确诊1例","1","64","宁夏回族自治区","宁夏","","","","","","","中国","1","0","0","0"
"1579598339000","1579700266000","疑似1例","1","22","吉林省","吉林","","","","","","","中国","0","1","0","0"
"1579598380000","1579700303000","确诊2例","1","36","江西省","江西","","","","","","","中国","2","0","0","0"
"1579604600000","1579700289000","确诊4例","1","12","天津市","天津","","","","","","","中国","4","0","0","0"
"1579607817000","1579700317000","确诊5例","1","41","河南省","河南","","","","","","","中国","5","0","0","0"
"1579612635000","1579700379000","确诊6例","1","50","重庆市","重庆","","","","","","","中国","6","0","0","0"
"1579663914000","1579700327000","确诊1例","1","67","澳门","澳门","","","","","","","中国","1","0","0","0"
"1579682845000","1579700369000","确诊1例","1","14","山西省","山西","","","","","","","中国","1","0","0","0"
"1579617167000","1579700359000","确诊1例","1","68","台湾","台湾","","","","","","","中国","1","0","0","0"
"1579617215000","1579700349000","疑似117例","1","66","香港","香港","","","","","","","中国","0","117","0","0"
"1579623404000","1579700337000","确诊4例","1","43","湖南省","湖南","","","","","","","中国","4","0","0","0"
"1579656427000","1579700454000","确诊2例","1","21","辽宁省","辽宁","","","","","","","中国","2","0","0","0"
"1579542158000","1579700444000","确诊10例","1","11","北京市","北京","","","","","","","中国","10","0","0","0"
"1579542174000","1579700432000","确诊26例，疑似1例","1","44","广东省","广东","","","","","","","中国","26","1","0","0"
"1579542231000","1579700422000","确诊9例，疑似10例","1","31","上海市","上海","","","","","","","中国","9","10","0","0"
"1579546399000","1579700413000","确诊10例","1","33","浙江省","浙江","","","","","","","中国","10","0","0","0"
"1579621178000","1579700404000","疑似1例","1","23","黑龙江省","黑龙江","","","","","","","中国","0","1","0","0"
"1579542291000","1579702328000","确诊2例","1","37","山东省","山东","","","","","","","中国","2","0","0","0"
"1579538652000","1579703385000","确诊444例，疑似病例数待确认，治愈25例，死亡17例","1","42","湖北省","湖北","","","","","","","中国","444","null","25","17"
"1579538652000","1579704518000","确诊444例，疑似病例数待确认，治愈28例，死亡17例","1","42","湖北省","湖北","","","","","","","中国","444","null","28","17"
"1579705215000","1579705215000","确诊1例","1","13","河北省","河北","","","","","","","中国","1","0","0","0"
"1579542158000","1579708827000","确诊14例","1","11","北京市","北京","","","","","","","中国","14","0","0","0"
"1579709672000","1579709672000","确诊1例","1","32","江苏省","江苏","","","","","","","中国","1","0","0","0"
"1579621178000","1579738351000","确诊1例","1","23","黑龙江省","黑龙江","","","","","","","中国","1","0","0","0"
"1579542254000","1579738494000","确诊5例","1","45","广西壮族自治区","广西","","","","","","","中国","5","0","0","0"
"1579688286000","1579739465000","确诊1例","1","35","福建省","福建","","","","","","","中国","1","0","0","0"
"1579542231000","1579740884000","确诊16例，疑似22例","1","31","上海市","上海","","","","","","","中国","16","22","0","0"
"1579617215000","1579740948000","确诊1例，疑似117例","1","66","香港","香港","","","","","","","中国","1","117","0","0"
"1579542291000","1579740972000","确诊2例，疑似2例","1","37","山东省","山东","","","","","","","中国","2","2","0","0"
"1579621178000","1579740998000","确诊1例，疑似1例","1","23","黑龙江省","黑龙江","","","","","","","中国","1","1","0","0"
"1579745445000","1579745445000","疑似4例","1","61","陕西省","陕西","","","","","","","中国","0","4","0","0"
"1579663914000","1579745548000","确诊2例","1","67","澳门","澳门","","","","","","","中国","2","0","0","0"
"1579542193000","1579747776000","确诊8例，疑似2例","1","51","四川省","四川","","","","","","","中国","8","2","0","0"
"1579542291000","1579747746000","确诊6例，疑似2例","1","37","山东省","山东","","","","","","","中国","6","2","0","0"
"1579542174000","1579749464000","确诊32例，疑似1例","1","44","广东省","广东","","","","","","","中国","32","1","0","0"
"1579688286000","1579751697000","确诊4例","1","35","福建省","福建","","","","","","","中国","4","0","0","0"
"1579598339000","1579751679000","确诊1例","1","22","吉林省","吉林","","","","","","","中国","1","0","0","0"
"1579656427000","1579751654000","确诊3例","1","21","辽宁省","辽宁","","","","","","","中国","3","0","0","0"
"1579623404000","1579751736000","确诊9例","1","43","湖南省","湖南","","","","","","","中国","9","0","0","0"
"1579598038000","1579754921000","确诊9例，疑似4例","1","34","安徽省","安徽","","","","","","","中国","9","4","0","0"
"1579612635000","1579754889000","确诊9例","1","50","重庆市","重庆","","","","","","","中国","9","0","0","0"
"1579754908000","1579754908000","疑似1例","1","15","内蒙古自治区","内蒙古","","","","","","","中国","0","1","0","0"
"1579588572000","1579754969000","确诊3例","1","52","贵州省","贵州","","","","","","","中国","3","0","0","0"
"1579598380000","1579755221000","确诊3例","1","36","江西省","江西","","","","","","","中国","3","0","0","0"
"1579757757000","1579757757000","疑似1例","1","62","甘肃省","甘肃","","","","","","","中国","0","1","0","0"
"1579621178000","1579758658000","确诊1例，疑似2例","1","23","黑龙江省","黑龙江","","","","","","","中国","1","2","0","0"
"1579546399000","1579759106000","确诊27例","1","33","浙江省","浙江","","","","","","","中国","27","0","0","0"
"1579598057000","1579768841000","确诊5例疑似32例","1","46","海南省","海南","","","","","","","中国","5","32","0","0"
"1579598057000","1579768905000","确诊5例，疑似32例","1","46","海南省","海南","","","","","","","中国","5","32","0","0"
"1579688286000","1579771253000","确诊5例疑似2例","1","35","福建省","福建","","","","","","","中国","5","2","0","0"
"1579542174000","1579773067000","确诊32例，疑似1例，治愈2例","1","44","广东省","广东","","","","","","","中国","32","1","2","0"
"1579745445000","1579774432000","确诊3例疑似1例","1","61","陕西省","陕西","","","","","","","中国","3","1","0","0"
"1579542158000","1579774464000","确诊22例","1","11","北京市","北京","","","","","","","中国","22","0","0","0"
"1579774516000","1579774516000","确诊2例","1","65","新疆维吾尔自治区","新疆","","","","","","","中国","2","0","0","0"
"1579621178000","1579776764000","确诊2例，疑似2例","1","23","黑龙江省","黑龙江","","","","","","","中国","2","2","0","0"
"1579621178000","1579777116000","确诊2例","1","23","黑龙江省","黑龙江","","","","","","","中国","2","0","0","0"
"1579617215000","1579777810000","确诊3例疑似115例","1","66","香港","香港","","","","","","","中国","3","115","0","0"
"1579709672000","1579786691000","确诊5例","1","32","江苏省","江苏","","","","","","","中国","5","0","0","0"
"1579617215000","1579790095000","确诊2例疑似115例","1","66","香港","香港","","","","","","","中国","2","115","0","0"
"1579757757000","1579791575000","确诊2例","1","62","甘肃省","甘肃","","","","","","","中国","2","0","0","0"
"1579617215000","1579791987000","确诊2例疑似65例","1","66","香港","香港","","","","","","","中国","2","65","0","0"
"1579542213000","1579796948000","确诊2例","1","53","云南省","云南","","","","","","","中国","2","0","0","0"
"1579705215000","1579797215000","确诊1例，死亡1例","1","13","河北省","河北","","","","","","","中国","1","0","0","1"
"1579598380000","1579797267000","确诊7例","1","36","江西省","江西","","","","","","","中国","7","0","0","0"
"1579542158000","1579774464000","确诊22例","1","11","北京市","北京","","22","0","0","0","","中国","22","0","0","0"
"1579542231000","1579740884000","确诊16例，疑似22例","1","31","上海市","上海","","16","0","0","0","","中国","16","22","0","0"
"1579542174000","1579773067000","确诊32例，疑似1例，治愈2例","1","44","广东省","广东","","32","0","0","0","","中国","32","1","2","0"
"1579546399000","1579759106000","确诊27例","1","33","浙江省","浙江","","27","0","0","0","","中国","27","0","0","0"
"1579709672000","1579786691000","确诊5例","1","32","江苏省","江苏","","5","0","0","0","","中国","5","0","0","0"
"1579542193000","1579747776000","确诊8例，疑似2例","1","51","四川省","四川","","8","0","0","0","","中国","8","2","0","0"
"1579705215000","1579797215000","确诊1例，死亡1例","1","13","河北省","河北","","1","0","0","1","死亡1例","中国","1","0","0","1"
"1579542254000","1579738494000","确诊5例","1","45","广西壮族自治区","广西","","5","0","0","0","","中国","5","0","0","0"
"1579542213000","1579796948000","确诊2例","1","53","云南省","云南","","2","0","0","0","","中国","2","0","0","0"
"1579542174000","1579773067000","确诊32例，疑似1例，治愈2例","1","44","广东省","广东","","32","0","0","0","","中国","32","1","2","0"
"1579546399000","1579759106000","确诊27例","1","33","浙江省","浙江","","27","0","0","0","","中国","27","0","0","0"
"1579542158000","1579774464000","确诊22例","1","11","北京市","北京","","22","0","0","0","","中国","22","0","0","0"
"1579542231000","1579740884000","确诊16例，疑似22例","1","31","上海市","上海","","16","0","0","0","","中国","16","22","0","0"
"1579623404000","1579751736000","确诊9例","1","43","湖南省","湖南","","9","0","0","0","","中国","9","0","0","0"
"1579598038000","1579754921000","确诊9例，疑似4例","1","34","安徽省","安徽","","9","0","0","0","","中国","9","4","0","0"
"1579612635000","1579754889000","确诊9例","1","50","重庆市","重庆","","9","0","0","0","","中国","9","0","0","0"
"1579542193000","1579747776000","确诊8例，疑似2例","1","51","四川省","四川","","8","0","0","0","","中国","8","2","0","0"
"1579542291000","1579747746000","确诊6例，疑似2例","1","37","山东省","山东","","6","0","0","0","","中国","6","2","0","0"
"1579542254000","1579738494000","确诊5例","1","45","广西壮族自治区","广西","","5","0","0","0","","中国","5","0","0","0"
"1579688286000","1579771253000","确诊5例疑似2例","1","35","福建省","福建","","5","0","0","0","","中国","5","2","0","0"
"1579709672000","1579786691000","确诊5例","1","32","江苏省","江苏","","5","0","0","0","","中国","5","0","0","0"
"1579607817000","1579700317000","确诊5例","1","41","河南省","河南","","5","0","0","0","","中国","5","0","0","0"
"1579598057000","1579768905000","确诊5例，疑似32例","1","46","海南省","海南","","5","0","0","0","","中国","5","32","0","0"
"1579598380000","1579797267000","确诊7例","1","36","江西省","江西","","7","0","0","0","","中国","7","0","0","0"
"1579745445000","1579774432000","确诊3例疑似1例","1","61","陕西省","陕西","","3","0","0","0","","中国","3","1","0","0"
"1579588572000","1579754969000","确诊3例","1","52","贵州省","贵州","","3","0","0","0","","中国","3","0","0","0"
"1579656427000","1579751654000","确诊3例","1","21","辽宁省","辽宁","","3","0","0","0","","中国","3","0","0","0"
"1579617215000","1579791987000","确诊2例疑似65例","1","66","香港","香港","","2","0","0","0","","中国","2","65","0","0"
"1579621178000","1579777116000","确诊2例","1","23","黑龙江省","黑龙江","","2","0","0","0","","中国","2","0","0","0"
"1579663914000","1579745548000","确诊2例","1","67","澳门","澳门","","2","0","0","0","","中国","2","0","0","0"
"1579774516000","1579774516000","确诊2例","1","65","新疆维吾尔自治区","新疆","","2","0","0","0","","中国","2","0","0","0"
"1579757757000","1579791575000","确诊2例","1","62","甘肃省","甘肃","","2","0","0","0","","中国","2","0","0","0"
"1579542213000","1579796948000","确诊2例","1","53","云南省","云南","","2","0","0","0","","中国","2","0","0","0"
"1579617167000","1579700359000","确诊1例","1","68","台湾","台湾","","1","0","0","0","","中国","1","0","0","0"
"1579682845000","1579700369000","确诊1例","1","14","山西省","山西","","1","0","0","0","","中国","1","0","0","0"
"1579598339000","1579751679000","确诊1例","1","22","吉林省","吉林","","1","0","0","0","","中国","1","0","0","0"
"1579705215000","1579797215000","确诊1例，死亡1例","1","13","河北省","河北","","1","0","0","1","死亡1例","中国","1","0","0","1"
"1579598101000","1579700276000","确诊1例","1","64","宁夏回族自治区","宁夏","","1","0","0","0","","中国","1","0","0","0"
"1579754908000","1579754908000","疑似1例","1","15","内蒙古自治区","内蒙古","","0","1","0","0","","中国","0","1","0","0"
"1579542158000","1579774464000","确诊22例","1","11","北京市","北京","","26","0","0","0","","中国","22","0","0","0"
"1579542254000","1579738494000","确诊5例","1","45","广西壮族自治区","广西","","13","0","0","0","","中国","5","0","0","0"
"1579542231000","1579740884000","确诊16例，疑似22例","1","31","上海市","上海","","20","0","0","0","","中国","16","22","0","0"
"1579542174000","1579773067000","确诊32例，疑似1例，治愈2例","1","44","广东省","广东","","53","0","2","0","治愈2例","中国","32","1","2","0"
"1579546399000","1579759106000","确诊27例","1","33","浙江省","浙江","","43","0","1","0","治愈1例","中国","27","0","0","0"
"1579598038000","1579754921000","确诊9例，疑似4例","1","34","安徽省","安徽","","15","0","0","0","","中国","9","4","0","0"
"1579542291000","1579747746000","确诊6例，疑似2例","1","37","山东省","山东","","9","0","0","0","","中国","6","2","0","0"
"1579607817000","1579700317000","确诊5例","1","41","河南省","河南","","9","0","0","0","","中国","5","0","0","0"
"1579621178000","1579777116000","确诊2例","1","23","黑龙江省","黑龙江","","4","0","0","0","","中国","2","0","0","0"
"1579542193000","1579747776000","确诊8例，疑似2例","1","51","四川省","四川","","15","0","0","0","","中国","8","2","0","0"
"1579621178000","1579777116000","确诊2例","1","23","黑龙江省","黑龙江","","4","0","0","0","绥化死亡1例","中国","2","0","0","0"
"1579612635000","1579754889000","确诊9例","1","50","重庆市","重庆","","27","0","0","0","","中国","9","0","0","0"
"1579709672000","1579786691000","确诊5例","1","32","江苏省","江苏","","9","0","0","0","","中国","5","0","0","0"
"1579598339000","1579751679000","确诊1例","1","22","吉林省","吉林","","2","0","0","0","","中国","1","0","0","0"
"1579705215000","1579797215000","确诊1例，死亡1例","1","13","河北省","河北","","2","0","0","1","沧州死亡1例","中国","1","0","0","1"
"1579705215000","1579797215000","确诊1例，死亡1例","1","13","河北省","河北","","2","0","0","1","死亡1例","中国","1","0","0","1"
"1579598339000","1579751679000","确诊1例","1","22","吉林省","吉林","","3","0","0","0","","中国","1","0","0","0"
"1579598057000","1579768905000","确诊5例，疑似32例","1","46","海南省","海南","","8","0","0","0","","中国","5","32","0","0"
"1579623404000","1579751736000","确诊24例","1","43","湖南省","湖南","","24","0","0","0","","中国","24","0","0","0"
"1579754908000","1579754908000","疑似1例","1","15","内蒙古自治区","内蒙古","","1","0","0","0","","中国","0","1","0","0"
"1579656427000","1579751654000","确诊3例","1","21","辽宁省","辽宁","","4","0","0","0","","中国","3","0","0","0"
"1579542174000","1579773067000","确诊32例，疑似1例，治愈2例","1","44","广东省","广东","","32","0","2","0","","中国","32","1","2","0"
"1579542174000","1579773067000","确诊32例，疑似1例，治愈2例","1","44","广东省","广东","","32","0","2","0","治愈2例","中国","32","1","2","0"
"1579546399000","1579759106000","确诊27例","1","33","浙江省","浙江","","27","0","1","0","治愈1例","中国","27","0","0","0"
"1579688286000","1579771253000","确诊5例疑似2例","1","35","福建省","福建","","9","0","0","0","","中国","5","2","0","0"
"1579542291000","1579747746000","确诊6例，疑似2例","1","37","山东省","山东","","15","0","0","0","","中国","6","2","0","0"
"1579754908000","1579754908000","疑似1例","1","15","内蒙古自治区","内蒙古","","2","0","0","0","","中国","0","1","0","0"
"1579598101000","1579700276000","确诊1例","1","64","宁夏回族自治区","宁夏","","2","0","0","0","","中国","1","0","0","0"
"1579542174000","1579773067000","确诊32例，疑似1例，治愈2例","1","44","广东省","广东","","53","0","2","0","深圳治愈2例","中国","32","1","2","0"
"1579546399000","1579759106000","确诊27例","1","33","浙江省","浙江","","43","0","1","0","温州治愈1例","中国","27","0","0","0"
"1579860584000","1579860584000","","1","63","青海省","青海","","0","1","0","0","西宁新增疑似1例","中国","0","0","0","0"
"1579538652000","1579704518000","确诊444例，疑似病例数待确认，治愈28例，死亡17例","1","42","湖北省","湖北","","549","0","31","24","","中国","444","null","28","17"
"1579542174000","1579773067000","确诊32例，疑似1例，治愈2例","1","44","广东省","广东","","53","0","2","0","","中国","32","1","2","0"
"1579546399000","1579759106000","确诊27例","1","33","浙江省","浙江","","43","0","1","0","","中国","27","0","0","0"
"1579542158000","1579774464000","确诊22例","1","11","北京市","北京","","29","0","1","0","","中国","22","0","0","0"
"1579542231000","1579740884000","确诊16例，疑似22例","1","31","上海市","上海","","20","0","0","0","","中国","16","22","0","0"
"1579623404000","1579751736000","确诊24例","1","43","湖南省","湖南","","24","0","0","0","","中国","24","0","0","0"
"1579598038000","1579754921000","确诊9例，疑似4例","1","34","安徽省","安徽","","15","0","0","0","","中国","9","4","0","0"
"1579612635000","1579754889000","确诊9例","1","50","重庆市","重庆","","27","0","0","0","","中国","9","0","0","0"
"1579542193000","1579747776000","确诊8例，疑似2例","1","51","四川省","四川","","15","0","0","0","","中国","8","2","0","0"
"1579542291000","1579747746000","确诊6例，疑似2例","1","37","山东省","山东","","15","0","0","0","","中国","6","2","0","0"
"1579542254000","1579738494000","确诊5例","1","45","广西壮族自治区","广西","","13","0","0","0","","中国","5","0","0","0"
"1579688286000","1579771253000","确诊5例疑似2例","1","35","福建省","福建","","10","2","0","0","福建地区新增疑似2例（漳州1例；三明1例）","中国","5","2","0","0"
"1579709672000","1579786691000","确诊5例","1","32","江苏省","江苏","","9","0","0","0","","中国","5","0","0","0"
"1579607817000","1579700317000","确诊5例","1","41","河南省","河南","","9","0","0","0","","中国","5","0","0","0"
"1579598057000","1579768905000","确诊5例，疑似32例","1","46","海南省","海南","","8","0","0","0","","中国","5","32","0","0"
"1579604600000","1579700289000","确诊4例","1","12","天津市","天津","","7","0","0","0","","中国","4","0","0","0"
"1579598380000","1579797267000","确诊7例","1","36","江西省","江西","","7","0","0","0","","中国","7","0","0","0"
"1579745445000","1579774432000","确诊3例疑似1例","1","61","陕西省","陕西","","3","0","0","0","","中国","3","1","0","0"
"1579588572000","1579754969000","确诊3例","1","52","贵州省","贵州","","3","0","0","0","","中国","3","0","0","0"
"1579656427000","1579751654000","确诊3例","1","21","辽宁省","辽宁","","4","0","0","0","","中国","3","0","0","0"
"1579617215000","1579791987000","确诊2例疑似65例","1","66","香港","香港","","2","0","0","0","","中国","2","65","0","0"
"1579621178000","1579777116000","确诊2例","1","23","黑龙江省","黑龙江","","4","0","0","1","","中国","2","0","0","0"
"1579663914000","1579745548000","确诊2例","1","67","澳门","澳门","","2","0","0","0","","中国","2","0","0","0"
"1579774516000","1579774516000","确诊2例","1","65","新疆维吾尔自治区","新疆","","2","0","0","0","","中国","2","0","0","0"
"1579757757000","1579791575000","确诊2例","1","62","甘肃省","甘肃","","2","0","0","0","","中国","2","0","0","0"
"1579542213000","1579796948000","确诊2例","1","53","云南省","云南","","2","0","0","0","","中国","2","0","0","0"
"1579617167000","1579700359000","确诊1例","1","68","台湾","台湾","","1","0","0","0","","中国","1","0","0","0"
"1579682845000","1579700369000","确诊1例","1","14","山西省","山西","","1","0","0","0","","中国","1","0","0","0"
"1579598339000","1579751679000","确诊1例","1","22","吉林省","吉林","","3","0","0","0","","中国","1","0","0","0"
"1579705215000","1579797215000","确诊1例，死亡1例","1","13","河北省","河北","","2","0","0","1","","中国","1","0","0","1"
"1579598101000","1579700276000","确诊1例","1","64","宁夏回族自治区","宁夏","","2","0","0","0","","中国","1","0","0","0"
"1579754908000","1579754908000","疑似1例","1","15","内蒙古自治区","内蒙古","","1","0","0","0","","中国","0","1","0","0"
"1579860584000","1579860584000","","1","63","青海省","青海","","0","1","0","0","西宁新增疑似1例","中国","0","0","0","0"
